Absorbance:209		
193.6837311	0.00348438	
194.2313607	0.01155482	
194.7788759	-0.00350794	
195.3262767	-0.00128693	
195.8735632	0.00463879	
196.4207353	0.04214149	
196.9677931	0.09425231	
197.5147365	0.11299111	
198.0615657	0.12440314	
198.6082806	0.12042981	
199.1548813	0.12585072	
199.7013677	0.12404349	
200.2477399	0.12980378	
200.7939979	0.12473246	
201.3401417	0.13335375	
201.8861714	0.13548982	
202.4320869	0.14034608	
202.9778883	0.13489938	
203.5235756	0.14320663	
204.0691489	0.1450938	
204.614608	0.15380565	
205.1599531	0.15562543	
205.7051842	0.15912663	
206.2503013	0.15971891	
206.7953043	0.16149764	
207.3401934	0.1697184	
207.8849686	0.17608702	
208.4296298	0.19239404	
208.9741771	0.19795189	
209.5186105	0.21110609	
210.0629301	0.22507413	
210.6071357	0.24871111	
211.1512275	0.28082717	
211.6952056	0.31616121	
212.2390698	0.35452986	
212.7828202	0.40418077	
213.3264568	0.44540433	
213.8699797	0.49247637	
214.4133889	0.53164433	
214.9566844	0.56023942	
215.4998661	0.58459275	
216.0429342	0.60344345	
216.5858887	0.61489167	
217.1287295	0.62303407	
217.6714567	0.62650624	
218.2140703	0.62444551	
218.7565703	0.62524179	
219.2989568	0.62118465	
219.8412297	0.6176485	
220.3833891	0.61273255	
220.925435	0.60862994	
221.4673674	0.60339835	
222.0091864	0.59732849	
222.5508919	0.59210948	
223.0924839	0.58795246	
223.6339626	0.58247563	
224.1753279	0.57652564	
224.7165798	0.57018122	
225.2577183	0.56542568	
225.7987435	0.55972913	
226.3396554	0.55408397	
226.880454	0.54771564	
227.4211393	0.54152857	
227.9617114	0.53503654	
228.5021702	0.5289868	
229.0425158	0.52247947	
229.5827482	0.51620356	
230.1228674	0.50869978	
230.6628734	0.50136791	
231.2027663	0.49404298	
231.7425461	0.48700341	
232.2822127	0.47947349	
232.8217663	0.47233124	
233.3612068	0.46475813	
233.9005342	0.4568138	
234.4397486	0.44990889	
234.97885	0.44230418	
235.5178384	0.43467226	
236.0567138	0.42754438	
236.5954763	0.42083237	
237.1341258	0.4140646	
237.6726624	0.40780479	
238.211086	0.40139269	
238.7493968	0.39582319	
239.2875948	0.38999114	
239.8256799	0.38481734	
240.3636521	0.38081463	
240.9015116	0.37644288	
241.4392582	0.37190538	
241.9768921	0.36786792	
242.5144132	0.36429466	
243.0518216	0.361232	
243.5891173	0.35758489	
244.1263003	0.35394707	
244.6633706	0.35126794	
245.2003282	0.34808471	
245.7371732	0.34468433	
246.2739056	0.34222219	
246.8105253	0.33931089	
247.3470325	0.33607821	
247.8834271	0.33311279	
248.4197092	0.33014834	
248.9558788	0.32631754	
249.4919358	0.32379403	
250.0278803	0.32054809	
250.5637124	0.31724902	
251.099432	0.31393302	
251.6350392	0.31053486	
252.170534	0.30743418	
252.7059163	0.30429185	
253.2411863	0.30086658	
253.7763439	0.29741281	
254.3113892	0.29419844	
254.8463222	0.29076316	
255.3811428	0.2872094	
255.9158512	0.28383739	
256.4504473	0.28017497	
256.9849312	0.27693959	
257.5193028	0.27342687	
258.0535622	0.2698242	
258.5877095	0.26609035	
259.1217445	0.26272288	
259.6556674	0.25928793	
260.1894782	0.2556588	
260.7231768	0.25238487	
261.2567634	0.24922842	
261.7902379	0.24565773	
262.3236003	0.24214471	
262.8568506	0.23803225	
263.389989	0.23513941	
263.9230153	0.23117373	
264.4559297	0.22818055	
264.9887321	0.2250489	
265.5214225	0.22143362	
266.054001	0.21829177	
266.5864676	0.21546582	
267.1188224	0.21237432	
267.6510652	0.20836299	
268.1831962	0.20576736	
268.7152153	0.20205006	
269.2471227	0.19919218	
269.7789182	0.19612913	
270.310602	0.19307643	
270.842174	0.19044797	
271.3736342	0.18682761	
271.9049827	0.18495101	
272.4362196	0.18144032	
272.9673447	0.17886712	
273.4983582	0.17604954	
274.02926	0.17291846	
274.5600502	0.17073194	
275.0907288	0.16758572	
275.6212958	0.16567205	
276.1517512	0.16223224	
276.6820951	0.1604161	
277.2123274	0.15745917	
277.7424482	0.15548588	
278.2724575	0.15378397	
278.8023554	0.15143939	
279.3321418	0.14960509	
279.8618167	0.14780314	
280.3913802	0.14618792	
280.9208323	0.14460529	
281.450173	0.14265544	
281.9794024	0.14123924	
282.5085204	0.13990388	
283.0375271	0.13861298	
283.5664224	0.13805016	
284.0952065	0.13680477	
284.6238793	0.13554944	
285.1524409	0.13428575	
285.6808912	0.13295572	
286.2092303	0.13187918	
286.7374582	0.13122412	
287.2655749	0.13008786	
287.7935805	0.12958957	
288.3214749	0.12829747	
288.8492582	0.12800584	
289.3769303	0.126949	
289.9044914	0.12628582	
290.4319415	0.12534884	
290.9592805	0.12425878	
291.4865084	0.12420413	
292.0136254	0.12382263	
292.5406313	0.12306626	
293.0675263	0.12264946	
293.5943103	0.12200103	
294.1209834	0.12168268	
294.6475456	0.12101063	
295.1739969	0.1206895	
295.7003373	0.12051765	
296.2265668	0.12026623	
296.7526855	0.1193081	
297.2786934	0.1191832	
297.8045904	0.11909762	
298.3303767	0.11874948	
298.8560522	0.11854989	
299.381617	0.11849325	
299.907071	0.11823181	
300.4324143	0.1178831	
300.957647	0.11794823	
301.4827689	0.11745176	
302.0077802	0.11730765	
302.5326809	0.11734429	
303.0574709	0.11700826	
303.5821504	0.11711003	
304.1067193	0.1173904	
304.6311776	0.11734397	
305.1555253	0.11750039	
305.6797626	0.11710796	
306.2038893	0.11768079	
306.7279056	0.1176185	
307.2518114	0.11742719	
307.7756067	0.11769137	
308.2992916	0.1177278	
